iter	F1	Logloss
214	0.9053314799	0.1980956334
215	0.9053314799	0.1980956308
216	0.9056765581	0.1976277442
217	0.9056765581	0.1976277403
218	0.9056544058	0.1976150741
219	0.9056544058	0.1976150733
220	0.9056765581	0.1975746969
221	0.9056987116	0.1974165999
222	0.905809495	0.1972727785
223	0.905809495	0.1972727784
224	0.905809495	0.1972653421
225	0.9064458738	0.1965042865
226	0.90640154	0.1964910673
227	0.9064237064	0.1964791515
228	0.9064458738	0.196433719
229	0.9064458738	0.1964257357
230	0.9065123827	0.1961529383
231	0.9066579115	0.1957984175
232	0.9067909563	0.1955702457
233	0.9067909563	0.1955697816
234	0.9067909563	0.1955697804
235	0.9069586085	0.1954238599
236	0.9069586085	0.1954218847
237	0.9069586085	0.1954218842
238	0.9069586085	0.1954218833
239	0.9069586085	0.1954218827
240	0.9068920792	0.1954163697
241	0.9068920792	0.1954139223
242	0.906936431	0.1953640176
243	0.906936431	0.1953640172
244	0.907081854	0.1951115755
245	0.907081854	0.1951115755
246	0.9070596779	0.1951106667
247	0.9073702416	0.1941711023
248	0.9073702416	0.1941711016
249	0.9074590131	0.1939037987
250	0.9076588126	0.1935462009
251	0.907570002	0.1934960646
252	0.9076144051	0.1934877772
253	0.9076144051	0.1934877645
254	0.907592203	0.193470482
255	0.907592203	0.1934624501
256	0.907570002	0.1934304327
257	0.908038308	0.1926566182
258	0.9079596314	0.1923055558
259	0.9079596314	0.1923055556
260	0.9080040577	0.1921588971
261	0.9091511936	0.1911067874
262	0.9091511936	0.1911067873
263	0.9091289463	0.1911009401
264	0.9096416851	0.1908471973
265	0.9096194289	0.1908291531
266	0.9097752456	0.1903563672
267	0.9097752456	0.1903548419
268	0.9097307211	0.1902508231
269	0.9100647612	0.1896617384
270	0.9100647612	0.1896617384
271	0.9100647612	0.1896617384
272	0.9100647612	0.1896617384
273	0.9100647612	0.1896035114
274	0.9108339427	0.1892356046
275	0.9109898844	0.1890425733
276	0.9109788049	0.1885520417
277	0.9109788049	0.1885520413
278	0.9113465879	0.1882326801
279	0.9119599311	0.1875023167
280	0.9118929604	0.1872879041
281	0.9119152829	0.1872879021
282	0.9118929604	0.1872794984
283	0.9117813645	0.1872475545
284	0.91171442	0.1872325518
285	0.91171442	0.1872325515
286	0.9116589326	0.1868877019
287	0.9120492407	0.1865476237
288	0.9120939021	0.186542321
289	0.9120939021	0.1863236079
290	0.9120939021	0.1863236079
291	0.9123949399	0.1859814319
292	0.9122502512	0.1855972769
293	0.9125854657	0.1849343069
294	0.9126078221	0.1849337501
295	0.9128538147	0.1845933708
296	0.9128314463	0.1845847763
297	0.9128314463	0.1843130693
298	0.9129761236	0.1843055941
299	0.9128761842	0.1842888104
300	0.9130328017	0.1838586107
301	0.913268665	0.1830221732
302	0.9138146537	0.1827055459
303	0.9145420005	0.1818811742
304	0.9145644302	0.1818698736
305	0.9148659624	0.1818470133
306	0.9150328419	0.1815353668
307	0.9148884004	0.1815140374
308	0.9148884004	0.1813988775
309	0.9148884004	0.1813988629
310	0.9153021788	0.180854163
311	0.9153021788	0.1808541538
312	0.9158638069	0.1801108772
313	0.9158862864	0.1801095451
314	0.9166922902	0.1793960809
315	0.9166922902	0.1793960727
316	0.9167915429	0.1790347352
317	0.9175662206	0.1780816146
318	0.918274004	0.1774721801
319	0.919338146	0.1764985902
320	0.919338146	0.176498588
321	0.9196235851	0.1759895208
322	0.9199854978	0.1754425997
323	0.9205369261	0.1744968232
324	0.920922103	0.1739094022
325	0.920922103	0.1739093998
326	0.9216633442	0.1731447614
327	0.9218751747	0.1730950645
328	0.9219432529	0.173088954
329	0.92334964	0.1719251682
330	0.9243343408	0.1711129531
331	0.9250469662	0.1701978819
332	0.9253368198	0.169359811
333	0.9268635794	0.167877054
334	0.9271663341	0.1675811137
335	0.9282062259	0.1668858632
336	0.9282748517	0.1662224984
337	0.9294303773	0.1655694067
338	0.9300315817	0.164721749
339	0.9307479917	0.1639823934
340	0.9321826939	0.1628495761
341	0.9322287442	0.162846967
342	0.932251771	0.1625327021
343	0.9329741271	0.161290376
344	0.9329741271	0.1612903749
345	0.9336006066	0.1606459441
346	0.9336966422	0.1606319446
347	0.9347888795	0.1594858061
348	0.9356307991	0.1584669508
349	0.9361225823	0.1570776589
350	0.9364697275	0.1560393248
351	0.9370952382	0.155321755
352	0.9375591184	0.1546524046
353	0.937721585	0.1539726003
354	0.9384693712	0.1530253783
355	0.9390293451	0.1519083762
356	0.9391456356	0.1510714879
357	0.940013783	0.1498588344
358	0.9405726723	0.1490662508
359	0.941110213	0.1483589337
360	0.9420012896	0.147200976
361	0.9424465782	0.1460990953
362	0.9424932603	0.1455005015
363	0.9429850959	0.1447459524
364	0.9439212372	0.1436694479
365	0.9443894287	0.1425169783
366	0.9451148292	0.1414859592
367	0.9451850689	0.140380935
368	0.9461911568	0.139421071
369	0.9474055481	0.1381651078
370	0.9478257197	0.1371499093
371	0.9481539529	0.136554306
372	0.9486455664	0.136005266
373	0.9493680924	0.1348455662
374	0.9501165973	0.1337339157
375	0.9502811028	0.1331750803
376	0.9509574661	0.1321303546
377	0.9510985788	0.1314287554
378	0.9513103264	0.1305033674
379	0.9517532922	0.1295889421
380	0.9522196391	0.1287410715
381	0.952478727	0.1282007696
382	0.9527118864	0.1274673074
383	0.952945008	0.1269433721
384	0.9532488114	0.1265706371
385	0.9542014228	0.1253696518
386	0.9544342575	0.1246879756
387	0.9548322228	0.123863337
388	0.9549502352	0.1233721158
389	0.9550682767	0.1229023708
390	0.9555102703	0.122257206
391	0.9558339923	0.1213692488
392	0.9562283763	0.1205915469
393	0.9565989482	0.1197961309
394	0.9569929564	0.1191017509
395	0.9572922526	0.1184869399
396	0.9578040546	0.1174930816
397	0.9580599125	0.11665167
398	0.9582920932	0.1160767195
399	0.9588464743	0.1153907112
400	0.9597694823	0.1144967455
401	0.960001265	0.1138771681
402	0.9607200646	0.1130628962
403	0.9610412192	0.1123525769
404	0.9617120384	0.1117766325
405	0.9619671537	0.111172453
406	0.9624772987	0.1106807841
407	0.9626195314	0.1096645894
408	0.9628983054	0.1086520697
409	0.9633371789	0.1082672072
410	0.9639358595	0.1074075447
411	0.9644154737	0.106671378
412	0.9649485827	0.1061213714
413	0.9650845196	0.1054330558
414	0.9651794854	0.1047674809
415	0.9652744698	0.1045310193
416	0.9655766123	0.1039694146
417	0.9654407376	0.1035608991
418	0.9656241261	0.1029737095
419	0.9662928326	0.1025954467
420	0.9666186768	0.1019054561
421	0.9665949008	0.1017758857
422	0.966690012	0.1014309226
423	0.9670468458	0.1007707031
424	0.9670468458	0.1006845808
425	0.9672062394	0.1003544481
426	0.9680575598	0.09958894687
427	0.9680575598	0.09943564798
428	0.9681528071	0.0992246469
429	0.9682480731	0.09887400701
430	0.9684072251	0.09863775801
431	0.9684548656	0.09839200603
432	0.9685263352	0.09830444996
433	0.9688045798	0.09811546004
434	0.968963636	0.09776402636
435	0.968963636	0.09741795893
436	0.9692418153	0.09717017148
437	0.9697900655	0.09688754275
438	0.9699965644	0.09628707457
439	0.9700681022	0.09594296456
440	0.9704332821	0.09571002255
441	0.9704809854	0.09560543238
442	0.9708543784	0.09518901684
443	0.9708543784	0.09464370916
444	0.9709259745	0.09416158354
445	0.9710214524	0.09396688703
446	0.9711885838	0.0936829703
447	0.9712124644	0.09341996292
448	0.9712124644	0.09304522862
449	0.9712602292	0.0925537632
450	0.9713079987	0.09225529774
451	0.9715860693	0.09210838723
452	0.9717924337	0.09199369711
453	0.9718880213	0.09176326107
454	0.9721899692	0.09145540144
455	0.9721031623	0.09123450918
456	0.9723962674	0.09093102094
457	0.9722377846	0.09075836839
458	0.9722616941	0.09051403655
459	0.9725158275	0.09015431401
460	0.9726354171	0.08995848859
461	0.9728268215	0.0897152452
462	0.9728268215	0.08964435051
463	0.9730091902	0.0893562884
464	0.97323938	0.08914867591
465	0.97323938	0.08905211718
466	0.9734216568	0.08871544688
467	0.9733111914	0.08844625862
468	0.9733830135	0.08821723201
469	0.9734069565	0.08800646515
470	0.9736131886	0.08779454477
471	0.9738672772	0.08761039799
472	0.9739630911	0.08728335185
473	0.9739391358	0.08724708405
474	0.9739630911	0.08708239779
475	0.9741692518	0.08689466757
476	0.9741932108	0.08672141249
477	0.9743130232	0.0864743409
478	0.9743849248	0.08626636511
479	0.9744088944	0.08610750682
480	0.9743849248	0.08603735162
481	0.9743849248	0.08579560209
482	0.9744328651	0.08557283019
483	0.9745910653	0.08551850689
484	0.9746629852	0.08503104281
485	0.974845113	0.08488508689
486	0.9750511719	0.08467974564
487	0.9748930682	0.0845343085
488	0.9748930682	0.08447158312
489	0.9750271935	0.08432316113
490	0.9751231142	0.08414788035
491	0.9752910207	0.08390765935
492	0.9753629984	0.08355694229
493	0.975641043	0.0832960064
494	0.975641043	0.08324304772
495	0.975665044	0.08320981326
496	0.9757370541	0.08307214932
497	0.9757370541	0.0828725786
498	0.9757610599	0.08281269106
499	0.9757370541	0.08271314898
500	0.9757370541	0.08266240149
501	0.9756890462	0.08242842483
502	0.9760631306	0.08210786229
503	0.9760631306	0.08207363448
504	0.9760391176	0.082010506
505	0.9761832133	0.08169791076
506	0.9761832133	0.08163331378
507	0.9761832133	0.08163237349
508	0.9763033256	0.08130779077
509	0.9763273516	0.08113492347
510	0.9763273516	0.08085970981
511	0.976557402	0.08055398892
512	0.9765814329	0.08055308085
513	0.976605465	0.08046264949
514	0.9766294983	0.08035457017
515	0.976605465	0.08029411908
516	0.976605465	0.08026422186
517	0.976763382	0.07993891748
518	0.976883561	0.07970574973
519	0.9769797256	0.07940169249
520	0.9772954165	0.0790249683
521	0.9773916014	0.07875303155
522	0.9773916014	0.07859273878
523	0.9774397009	0.07838100164
524	0.9774397009	0.07838024853
525	0.9774397009	0.07837953173
526	0.9775359142	0.07796507265
527	0.9775599705	0.0776562925
528	0.9776321464	0.07736992024
529	0.9776562074	0.07734899858
530	0.9776802696	0.07727977465
531	0.9776562074	0.07720952411
532	0.977704333	0.07710422803
533	0.9777283976	0.07687738776
534	0.9778246677	0.0766874039
535	0.9778246677	0.07647712332
536	0.9778728099	0.07613831625
537	0.9779450321	0.07597621324
538	0.9779450321	0.0759755129
539	0.9779931861	0.07580951816
540	0.9780172649	0.07549761133
541	0.9780172649	0.07549761075
542	0.978065426	0.07533912233
543	0.9780895084	0.07518293714
544	0.97827137	0.07505279766
545	0.9784772707	0.0748368691
546	0.9784531845	0.07472713756
547	0.9784531845	0.07472647792
548	0.9784772707	0.07442206386
549	0.9784772707	0.07402619191
550	0.9785013582	0.07393444165
551	0.9785254468	0.07387969394
552	0.9785977197	0.07380740083
553	0.9786218131	0.07360407637
554	0.9785977197	0.07339647134
555	0.9786459076	0.07330591801
556	0.9786459076	0.073111029
557	0.9789853194	0.07288914528
558	0.979033515	0.07262035558
559	0.979033515	0.07258825192
560	0.9790576146	0.07241343527
561	0.9790576146	0.07204681837
562	0.9793357167	0.07188649517
563	0.9793839317	0.0717841064
564	0.9794321514	0.0715929043
565	0.9795286051	0.07148640225
566	0.9796861439	0.07110935755
567	0.9797343782	0.07107150797
568	0.9797826172	0.07081482779
569	0.9799032355	0.0705506121
570	0.9799514912	0.07042727734
571	0.9799514912	0.07038377406
572	0.9799514912	0.07028287984
573	0.9801331128	0.0699632299
574	0.9801572438	0.06991835637
575	0.9801813759	0.06983130593
576	0.9802296438	0.06965816018
577	0.9804227626	0.06950340836
578	0.9805802079	0.06932645794
579	0.9805802079	0.06909641109
580	0.9805802079	0.06906651517
581	0.9807250978	0.06896328013
582	0.9807975589	0.06879605736
583	0.9809183511	0.06853579823
584	0.9809183511	0.06836187325
585	0.9808941903	0.06831083862
586	0.9808941903	0.06818227789
587	0.9809425131	0.06803895432
588	0.9810391731	0.06794017661
589	0.9812449099	0.06773052343
590	0.9813657742	0.06753989415
591	0.9813657742	0.06746735828
592	0.9814141283	0.06728715189
593	0.9814141283	0.06718598094
594	0.9814383071	0.0670716309
595	0.9813899507	0.06697989616
596	0.9814866683	0.06675792943
597	0.9816923871	0.06651889438
598	0.9816923871	0.06647709848
599	0.9823454976	0.06612084029
600	0.9822609022	0.065815294
601	0.9824422514	0.06547251456
602	0.9825390243	0.06532814178
603	0.9826358162	0.06522722871
604	0.9826358162	0.06511158948
605	0.9827326272	0.06490643575
606	0.9827568329	0.06460825446
607	0.9827810398	0.06452417129
608	0.9828294573	0.06438134162
609	0.9828778795	0.06429357571
610	0.9828778795	0.06417441191
611	0.9829020923	0.06403510154
612	0.9830473947	0.06382451533
613	0.983071616	0.06378639592
614	0.9832411981	0.06359438046
615	0.9833866007	0.06346410397
616	0.983362364	0.06331551766
617	0.9833866007	0.06303281329
618	0.9834108387	0.06286113655
619	0.9834108387	0.06280565475
620	0.9834350778	0.06269782627
621	0.9835320464	0.0625910156
622	0.9835562915	0.06248833743
623	0.9835805378	0.06236502381
624	0.983810401	0.06221571393
625	0.983810401	0.0621379959
626	0.983810401	0.06202399754
627	0.9839074131	0.06179086166
628	0.9838589046	0.0616024712
629	0.9838831582	0.06146798136
630	0.9839074131	0.06127725314
631	0.9839074131	0.06106318983
632	0.9839559263	0.06096809679
633	0.9842100367	0.06062307881
634	0.9842343	0.06047707141
635	0.9844155858	0.06031616727
636	0.9844641187	0.06012778573
637	0.9845126563	0.05994969006
638	0.9845369269	0.05988271035
639	0.9845611987	0.05983781131
640	0.9845854717	0.05966088023
641	0.9846097459	0.05941154972
642	0.9849236448	0.05914404985
643	0.9849236448	0.05901473425
644	0.9849236448	0.05893713582
645	0.9849964753	0.05882491824
646	0.9850693165	0.05868771263
647	0.9851178834	0.05857771032
648	0.985166455	0.05847529803
649	0.985166455	0.05840304855
650	0.9852393214	0.05832636613
651	0.9852393214	0.05828789413
652	0.9853121985	0.05812729668
653	0.9853364933	0.05800165415
654	0.9853364933	0.05794622162
655	0.9853850865	0.05781151913
656	0.9855662638	0.05756698516
657	0.9856634697	0.05745984282
658	0.9856634697	0.05724707983
659	0.9857363868	0.05707262387
660	0.9857606949	0.05702319615
661	0.9857606949	0.05698698406
662	0.9858093146	0.05680225776
663	0.9858336263	0.05671043965
664	0.9858579392	0.05650766527
665	0.9859065685	0.05638214239
666	0.9859065685	0.05631374412
667	0.985930885	0.05628273193
668	0.9860281629	0.0561311927
669	0.9860281629	0.05593260408
670	0.9860281629	0.05566340195
671	0.9860524853	0.05548918363
672	0.9861497872	0.05533220879
673	0.9861741157	0.0552436517
674	0.9862227763	0.0551115769
675	0.9862471083	0.05506275771
676	0.9862471083	0.05496542189
677	0.9862714416	0.05478780166
678	0.9862957761	0.05475504545
679	0.986466151	0.05465275792
680	0.9865148404	0.05462206132
681	0.9864904951	0.05439996838
682	0.9865148404	0.05435017331
683	0.9865148404	0.05420687956
684	0.9866122336	0.05405718278
685	0.9867340021	0.05389891386
686	0.9867583594	0.05376495338
687	0.9867583594	0.05369469494
688	0.987037	0.05356691586
689	0.9870613646	0.05343220424
690	0.9871100975	0.05336882306
691	0.9869776293	0.05321565151
692	0.9870019986	0.05312798462
693	0.9870263691	0.0530192158
694	0.9873156232	0.05288709772
695	0.9873399939	0.05275580486
696	0.9873643658	0.05261177225
697	0.9874131133	0.05248293555
698	0.9874131133	0.05244812866
699	0.9874618656	0.05231594123
700	0.9875106227	0.05223908033
701	0.9875593847	0.05212229289
702	0.9875837674	0.05205874557
703	0.9875350031	0.05202924139
704	0.987764892	0.05193979207
705	0.9878380515	0.05187532673
706	0.9878136638	0.05182594376
707	0.9878136638	0.05168787175
708	0.9879600079	0.05158447805
709	0.9879356142	0.05142894996
710	0.9879600079	0.05136006176
711	0.9879844028	0.05132196409
712	0.9880331963	0.05124279963
713	0.9880575948	0.05112990736
714	0.9880331963	0.05106374694
715	0.9880331963	0.05092573215
716	0.9881307976	0.05081646779
717	0.9880575948	0.05067643271
718	0.9881552009	0.05059814983
719	0.9882528264	0.05042026057
720	0.9882772357	0.05034100538
721	0.9883016463	0.05029250858
722	0.9883748853	0.05012800861
723	0.9885804118	0.05000789441
724	0.9886292488	0.04990236838
725	0.9886292488	0.0498553369
726	0.9886292488	0.04968849515
727	0.9886536691	0.04962359041
728	0.9889669131	0.04940235112
729	0.9889669131	0.04936794698
730	0.9890401818	0.04926692304
731	0.9890401818	0.04912110122
732	0.9890890337	0.04903566986
733	0.9891134614	0.04893128507
734	0.9891134614	0.04889580362
735	0.9891134614	0.04881061663
736	0.9891623205	0.04869543854
737	0.9891867518	0.04857243349
738	0.9891867518	0.0484679538
739	0.9892844892	0.04835979643
740	0.9894555763	0.04827571215
741	0.9895044691	0.0481780755
742	0.9895778175	0.04808149481
743	0.9896267224	0.04794413665
744	0.9897000889	0.04781084967
745	0.9896267224	0.04778143217
746	0.9899642313	0.04757909055
747	0.9901451415	0.04751785152
748	0.9904238448	0.04739309441
749	0.9904483079	0.0473472396
750	0.9904972376	0.04725777022
751	0.9907269997	0.04709680222
752	0.9907269997	0.04708448525
753	0.9907514701	0.04701869667
754	0.9908493637	0.04695314411
755	0.9908738402	0.04692750154
756	0.9908983178	0.04686367078
757	0.9909962404	0.0467504298
758	0.991045209	0.04666677166
759	0.9911186709	0.04655883946
760	0.9911676516	0.04636430689
761	0.9911676516	0.04617263309
762	0.9911921437	0.0460940353
763	0.9913729485	0.04590547524
764	0.9913974432	0.04584307493
765	0.9913974432	0.04577653295
766	0.9916516971	0.0456318015
767	0.9917006999	0.045539468
768	0.9917006999	0.04542561785
769	0.991774213	0.04535295097
770	0.9917987198	0.04529005564
771	0.9918722475	0.04520583028
772	0.9918967592	0.04503860871
773	0.9919212721	0.04500397802
774	0.9919948179	0.04485429476
775	0.9921755515	0.04474955823
776	0.9922000705	0.04466754816
777	0.9922245907	0.04459737686
778	0.9922491121	0.04448207487
779	0.9922736347	0.04443554749
780	0.9922736347	0.04423591203
781	0.9922736347	0.04418045139
782	0.9923472099	0.04412577673
783	0.9923472099	0.04406517687
784	0.9923472099	0.0438661142
785	0.9923717373	0.04380213066
786	0.9924207959	0.04368463757
787	0.9924207959	0.04364796281
788	0.9924943929	0.04350491791
789	0.9924943929	0.04343636227
790	0.9925189276	0.04341874111
791	0.9924943929	0.04334270766
792	0.9925434636	0.04328093063
793	0.9925434636	0.04311002685
794	0.9926416196	0.04304717634
795	0.9925925391	0.04300414009
796	0.9926907048	0.04287317158
797	0.992739795	0.04280937094
798	0.9927643418	0.04277570841
799	0.9929450588	0.04268506422
800	0.9929450588	0.04262525121
801	0.9929696081	0.04256690865
802	0.9930187105	0.04250959061
803	0.9930678177	0.0424025017
804	0.9931414877	0.04229542996
805	0.9931414877	0.04223403817
806	0.9931906071	0.04206423817
807	0.9932151686	0.04205476118
808	0.9932397313	0.04195871095
809	0.9932397313	0.04187076733
810	0.9932642952	0.04180676591
811	0.9932642952	0.04175729139
812	0.9932888604	0.04171546004
813	0.9932888604	0.04168290704
814	0.9933134268	0.04166432312
815	0.9933134268	0.0416381314
816	0.9933134268	0.04161958332
817	0.9933379943	0.04152289201
818	0.9933379943	0.04137086249
819	0.9933379943	0.0413534336
820	0.9933379943	0.0413224699
821	0.9933379943	0.04130603294
822	0.9933625631	0.04128094275
823	0.9933379943	0.04122883396
824	0.9933379943	0.04119184512
825	0.9933625631	0.04115360512
826	0.9933871332	0.04107323598
827	0.9933871332	0.04105366034
828	0.9934117044	0.04096373703
829	0.9934608505	0.0409320083
830	0.9934854254	0.04091512505
831	0.9934854254	0.04080272305
832	0.9934608505	0.04078089852
833	0.9934608505	0.04076458874
834	0.9935100015	0.04073281222
835	0.9935591573	0.04070280466
836	0.9936574836	0.04064976296
837	0.9936329002	0.0406276441
838	0.9936574836	0.04053361431
839	0.9936574836	0.04046102801
840	0.9936574836	0.04033137483
841	0.9936574836	0.04021778234
842	0.9936574836	0.04005314526
843	0.993706654	0.03997713233
844	0.993706654	0.03993921213
845	0.993731241	0.03990394172
846	0.9937558293	0.03987803363
847	0.9937558293	0.03979312985
848	0.9937804188	0.03960367767
849	0.9938050094	0.03959299624
850	0.9937804188	0.03958285161
851	0.9938296013	0.03955264255
852	0.9938541945	0.03952426585
853	0.9939279811	0.03946567597
854	0.9939525791	0.03932096607
855	0.9940263804	0.03925223493
856	0.9940017788	0.03911604895
857	0.9940263804	0.03905435272
858	0.9940509833	0.03903932824
859	0.9940509833	0.03900146467
860	0.9941001927	0.0389141402
861	0.9941247992	0.03879408137
862	0.9941247992	0.0387680468
863	0.9941494069	0.03873573394
864	0.9941247992	0.03868282996
865	0.9941494069	0.03859734706
866	0.9941986261	0.03854399092
867	0.9942232374	0.03849464384
868	0.9941986261	0.03845737577
869	0.9941986261	0.03842547223
870	0.9941986261	0.03838543426
871	0.9941986261	0.03835523815
872	0.9941986261	0.03824359926
873	0.9942724639	0.03819337701
874	0.9942970789	0.03811062178
875	0.9942724639	0.03806385718
876	0.9942724639	0.03801841234
877	0.9942970789	0.03797787168
878	0.9943709314	0.03790583622
879	0.9943709314	0.03784575191
880	0.9944694184	0.0377634796
881	0.9944940432	0.03761374816
